id,user_id,product,time_of_day,quantity,calories,fat,saturated,carbs,sugars,protein,salt,fiber,notes,created_at,updated_at
24,3,Smoothie,snack,3,750,4.5,0.9,165,144.0,15.0,0.0,12.0,,2025-01-29 19:12:51,2025-01-29 19:29:51
25,3,Fries,snack,3,1095,51.0,7.5,144,0.9,12.0,1.5,12.0,,2025-01-29 19:43:17,2025-01-29 20:32:17
26,3,Smoothie,snack,3,750,4.5,0.9,165,144.0,15.0,0.0,12.0,,2025-02-08 10:50:20,2025-02-08 10:57:20
27,3,Banana,snack,2,210,0.8,0.2,54,28.0,2.6,0.0,6.2,,2025-02-13 13:36:38,2025-02-13 14:07:38
28,3,Protein Shake,snack,2,240,2.0,1.0,6,2.0,48.0,0.2,0.0,,2025-02-17 17:57:51,2025-02-17 18:33:51
29,3,Protein Shake,snack,2,240,2.0,1.0,6,2.0,48.0,0.2,0.0,,2025-02-19 09:11:25,2025-02-19 09:57:25
30,3,Pizza Slice,dinner,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-02-21 14:42:04,2025-02-21 15:11:04
31,3,Salad with Dressing,lunch,3,1050,75.0,12.0,60,15.0,15.0,1.5,9.0,,2025-02-23 09:09:59,2025-02-23 09:23:59
32,3,Smoothie,snack,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-02-23 17:35:45,2025-02-23 17:54:45
33,3,Oatmeal,breakfast,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-02-24 06:37:32,2025-02-24 07:06:32
34,3,Fries,snack,1,365,17.0,2.5,48,0.3,4.0,0.5,4.0,,2025-02-27 15:14:10,2025-02-27 15:23:10
35,3,Fish Tacos,dinner,1,300,12.0,2.5,28,3.0,18.0,0.7,2.0,,2025-03-01 08:05:25,2025-03-01 08:29:25
36,3,Salad with Dressing,lunch,2,700,50.0,8.0,40,10.0,10.0,1.0,6.0,,2025-03-01 11:16:40,2025-03-01 12:16:40
37,3,Grilled Chicken Breast,lunch,2,330,7.2,2.0,0,0.0,62.0,0.2,0.0,,2025-03-01 19:13:06,2025-03-01 19:53:06
38,3,Banana,snack,3,315,1.2,0.3,81,42.0,3.9,0.0,9.3,,2025-03-02 08:16:10,2025-03-02 09:14:10
39,3,Fish Tacos,dinner,2,600,24.0,5.0,56,6.0,36.0,1.4,4.0,,2025-03-03 18:45:38,2025-03-03 18:52:38
40,3,Chocolate Bar,snack,1,230,13.0,8.0,25,23.0,3.0,0.1,2.0,,2025-03-05 18:21:14,2025-03-05 18:35:14
41,3,Cheeseburger,dinner,1,303,14.0,6.0,30,6.0,17.0,1.2,1.0,,2025-03-10 13:48:12,2025-03-10 14:48:12
42,3,Fries,snack,2,730,34.0,5.0,96,0.6,8.0,1.0,8.0,,2025-03-11 06:32:11,2025-03-11 07:04:11
43,3,Banana,snack,2,210,0.8,0.2,54,28.0,2.6,0.0,6.2,,2025-03-11 14:05:09,2025-03-11 14:37:09
44,3,Grilled Chicken Breast,lunch,3,495,10.8,3.0,0,0.0,93.0,0.3,0.0,,2025-03-14 12:15:10,2025-03-14 12:40:10
45,3,Fish Tacos,dinner,3,900,36.0,7.5,84,9.0,54.0,2.1,6.0,,2025-03-15 10:24:45,2025-03-15 10:36:45
46,3,Pizza Slice,dinner,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-03-16 09:07:24,2025-03-16 09:54:24
47,3,Turkey Sandwich,lunch,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-03-19 11:37:03,2025-03-19 12:35:03
48,3,Fish Tacos,dinner,3,900,36.0,7.5,84,9.0,54.0,2.1,6.0,,2025-03-22 06:35:48,2025-03-22 07:25:48
49,3,Chocolate Bar,snack,2,460,26.0,16.0,50,46.0,6.0,0.2,4.0,,2025-03-23 08:41:13,2025-03-23 09:16:13
50,3,Turkey Sandwich,lunch,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-03-23 19:34:30,2025-03-23 20:27:30
51,3,Salad with Dressing,lunch,2,700,50.0,8.0,40,10.0,10.0,1.0,6.0,,2025-03-24 07:05:28,2025-03-24 07:43:28
52,3,Turkey Sandwich,lunch,2,640,16.0,4.0,76,10.0,48.0,2.4,6.0,,2025-03-24 11:17:02,2025-03-24 12:17:02
53,3,Salad with Dressing,lunch,2,700,50.0,8.0,40,10.0,10.0,1.0,6.0,,2025-03-27 15:31:55,2025-03-27 16:00:55
54,3,Scrambled Eggs,breakfast,2,400,30.0,10.0,4,3.0,24.0,2.4,0.0,,2025-03-29 11:06:27,2025-03-29 11:40:27
55,3,Fish Tacos,dinner,3,900,36.0,7.5,84,9.0,54.0,2.1,6.0,,2025-03-31 14:15:44,2025-03-31 14:39:44
56,3,Banana,snack,3,315,1.2,0.3,81,42.0,3.9,0.0,9.3,,2025-03-31 20:28:51,2025-03-31 21:08:51
57,3,Cheeseburger,dinner,3,909,42.0,18.0,90,18.0,51.0,3.6,3.0,,2025-04-03 15:05:38,2025-04-03 15:10:38
58,3,Smoothie,snack,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-04-03 19:38:53,2025-04-03 19:55:53
59,3,Salad with Dressing,lunch,3,1050,75.0,12.0,60,15.0,15.0,1.5,9.0,,2025-04-05 15:51:10,2025-04-05 16:00:10
60,3,Cheeseburger,dinner,1,303,14.0,6.0,30,6.0,17.0,1.2,1.0,,2025-04-05 16:27:56,2025-04-05 17:14:56
61,3,Grilled Chicken Breast,lunch,2,330,7.2,2.0,0,0.0,62.0,0.2,0.0,,2025-04-06 12:55:45,2025-04-06 13:18:45
62,3,Protein Shake,snack,3,360,3.0,1.5,9,3.0,72.0,0.3,0.0,,2025-04-06 13:05:49,2025-04-06 14:00:49
63,3,Cheeseburger,dinner,3,909,42.0,18.0,90,18.0,51.0,3.6,3.0,,2025-04-07 12:06:12,2025-04-07 12:44:12
64,3,Cheeseburger,dinner,3,909,42.0,18.0,90,18.0,51.0,3.6,3.0,,2025-04-07 15:19:50,2025-04-07 15:45:50
65,3,Turkey Sandwich,lunch,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-04-07 19:46:04,2025-04-07 20:23:04
66,3,Smoothie,snack,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-04-08 06:11:11,2025-04-08 06:20:11
67,3,Banana,snack,2,210,0.8,0.2,54,28.0,2.6,0.0,6.2,,2025-04-08 07:52:18,2025-04-08 08:12:18
68,3,Chocolate Bar,snack,3,690,39.0,24.0,75,69.0,9.0,0.3,6.0,,2025-04-08 10:28:22,2025-04-08 11:19:22
69,3,Protein Shake,snack,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-04-08 13:11:41,2025-04-08 13:18:41
70,3,Steak (200g),dinner,2,1000,80.0,32.0,0,0.0,92.0,0.4,0.0,,2025-04-10 16:14:59,2025-04-10 16:32:59
71,3,Turkey Sandwich,lunch,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-04-10 17:08:28,2025-04-10 17:21:28
72,3,Turkey Sandwich,lunch,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-04-11 17:56:28,2025-04-11 18:24:28
73,3,Chocolate Bar,snack,1,230,13.0,8.0,25,23.0,3.0,0.1,2.0,,2025-04-13 06:25:19,2025-04-13 06:50:19
74,3,Oatmeal,breakfast,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-04-13 15:16:17,2025-04-13 15:48:17
75,3,Pizza Slice,dinner,2,570,20.0,9.0,72,7.0,24.0,1.6,4.0,,2025-04-13 17:28:06,2025-04-13 17:52:06
76,3,Yogurt Parfait,snack,3,540,6.0,3.0,90,45.0,24.0,0.3,6.0,,2025-04-15 15:08:04,2025-04-15 15:22:04
77,3,Protein Shake,snack,2,240,2.0,1.0,6,2.0,48.0,0.2,0.0,,2025-04-15 17:45:34,2025-04-15 18:21:34
78,3,Fish Tacos,dinner,2,600,24.0,5.0,56,6.0,36.0,1.4,4.0,,2025-04-20 08:53:47,2025-04-20 09:19:47
79,3,Oatmeal,breakfast,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-04-20 17:13:41,2025-04-20 17:46:41
80,3,Banana,snack,2,210,0.8,0.2,54,28.0,2.6,0.0,6.2,,2025-04-20 20:14:20,2025-04-20 21:14:20
81,3,Yogurt Parfait,snack,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-04-21 19:28:12,2025-04-21 20:08:12
82,3,Yogurt Parfait,snack,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-04-25 09:48:57,2025-04-25 10:31:57
83,3,Fish Tacos,dinner,1,300,12.0,2.5,28,3.0,18.0,0.7,2.0,,2025-04-25 13:15:43,2025-04-25 13:33:43
84,3,Smoothie,snack,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-04-25 18:58:50,2025-04-25 19:41:50
85,3,Protein Shake,snack,2,240,2.0,1.0,6,2.0,48.0,0.2,0.0,,2025-04-26 09:38:26,2025-04-26 10:10:26
86,3,Banana,snack,2,210,0.8,0.2,54,28.0,2.6,0.0,6.2,,2025-04-28 11:43:28,2025-04-28 12:23:28
87,3,Turkey Sandwich,lunch,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-04-30 20:49:54,2025-04-30 21:09:54
88,3,Oatmeal,breakfast,2,300,6.0,1.0,54,2.0,10.0,0.0,8.0,,2025-05-05 19:53:39,2025-05-05 20:40:39
89,3,Cheeseburger,dinner,3,909,42.0,18.0,90,18.0,51.0,3.6,3.0,,2025-05-06 06:49:45,2025-05-06 06:54:45
90,3,Chocolate Bar,snack,1,230,13.0,8.0,25,23.0,3.0,0.1,2.0,,2025-05-06 18:30:32,2025-05-06 18:52:32
91,3,Cheeseburger,dinner,3,909,42.0,18.0,90,18.0,51.0,3.6,3.0,,2025-05-08 08:36:44,2025-05-08 08:58:44
92,3,Protein Shake,snack,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-05-09 06:28:49,2025-05-09 06:44:49
93,3,Fish Tacos,dinner,2,600,24.0,5.0,56,6.0,36.0,1.4,4.0,,2025-05-09 11:21:58,2025-05-09 11:40:58
94,3,Pizza Slice,dinner,2,570,20.0,9.0,72,7.0,24.0,1.6,4.0,,2025-05-10 18:00:24,2025-05-10 18:59:24
95,3,Turkey Sandwich,lunch,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-05-11 07:10:10,2025-05-11 08:04:10
96,3,Cheeseburger,dinner,2,606,28.0,12.0,60,12.0,34.0,2.4,2.0,,2025-05-11 11:07:04,2025-05-11 11:43:04
97,3,Scrambled Eggs,breakfast,2,400,30.0,10.0,4,3.0,24.0,2.4,0.0,,2025-05-13 15:12:48,2025-05-13 16:00:48
98,3,Salad with Dressing,lunch,3,1050,75.0,12.0,60,15.0,15.0,1.5,9.0,,2025-05-16 12:49:25,2025-05-16 13:28:25
99,3,Scrambled Eggs,breakfast,2,400,30.0,10.0,4,3.0,24.0,2.4,0.0,,2025-05-18 18:47:52,2025-05-18 19:16:52
100,3,Pizza Slice,dinner,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-05-19 11:48:12,2025-05-19 12:46:12
101,3,Smoothie,snack,3,750,4.5,0.9,165,144.0,15.0,0.0,12.0,,2025-05-19 15:23:09,2025-05-19 16:20:09
102,3,Chocolate Bar,snack,2,460,26.0,16.0,50,46.0,6.0,0.2,4.0,,2025-05-20 08:38:34,2025-05-20 09:31:34
103,3,Protein Shake,snack,2,240,2.0,1.0,6,2.0,48.0,0.2,0.0,,2025-05-24 11:05:11,2025-05-24 11:26:11
104,3,Grilled Chicken Breast,lunch,3,495,10.8,3.0,0,0.0,93.0,0.3,0.0,,2025-05-24 15:43:59,2025-05-24 16:30:59
105,3,Pizza Slice,dinner,2,570,20.0,9.0,72,7.0,24.0,1.6,4.0,,2025-05-26 09:20:29,2025-05-26 10:17:29
106,3,Scrambled Eggs,breakfast,2,400,30.0,10.0,4,3.0,24.0,2.4,0.0,,2025-05-30 15:31:52,2025-05-30 15:48:52
107,3,Grilled Chicken Breast,lunch,3,495,10.8,3.0,0,0.0,93.0,0.3,0.0,,2025-05-31 16:41:29,2025-05-31 17:41:29
108,3,Grilled Chicken Breast,lunch,2,330,7.2,2.0,0,0.0,62.0,0.2,0.0,,2025-05-31 20:26:29,2025-05-31 21:19:29
109,3,Fries,snack,3,1095,51.0,7.5,144,0.9,12.0,1.5,12.0,,2025-06-08 07:19:41,2025-06-08 07:36:41
110,3,Turkey Sandwich,lunch,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-06-09 15:22:32,2025-06-09 16:03:32
111,3,Pizza Slice,dinner,3,855,30.0,13.5,108,10.5,36.0,2.4,6.0,,2025-06-10 12:29:35,2025-06-10 12:37:35
112,3,Fish Tacos,dinner,2,600,24.0,5.0,56,6.0,36.0,1.4,4.0,,2025-06-10 18:46:08,2025-06-10 19:28:08
113,3,Smoothie,snack,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-06-12 17:48:08,2025-06-12 18:30:08
114,3,Protein Shake,snack,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-06-13 16:39:31,2025-06-13 17:02:31
115,3,Salad with Dressing,lunch,2,700,50.0,8.0,40,10.0,10.0,1.0,6.0,,2025-06-13 18:20:07,2025-06-13 18:54:07
116,3,Protein Shake,snack,3,360,3.0,1.5,9,3.0,72.0,0.3,0.0,,2025-06-14 15:44:00,2025-06-14 16:29:00
117,3,Salad with Dressing,lunch,1,350,25.0,4.0,20,5.0,5.0,0.5,3.0,,2025-06-14 20:25:31,2025-06-14 20:47:31
118,3,Banana,snack,2,210,0.8,0.2,54,28.0,2.6,0.0,6.2,,2025-06-15 09:28:31,2025-06-15 09:58:31
119,3,Protein Shake,snack,3,360,3.0,1.5,9,3.0,72.0,0.3,0.0,,2025-06-15 16:28:00,2025-06-15 17:15:00
120,3,Fish Tacos,dinner,2,600,24.0,5.0,56,6.0,36.0,1.4,4.0,,2025-06-15 19:04:35,2025-06-15 19:59:35
121,3,Protein Shake,snack,3,360,3.0,1.5,9,3.0,72.0,0.3,0.0,,2025-06-17 08:27:06,2025-06-17 09:06:06
122,3,Fish Tacos,dinner,3,900,36.0,7.5,84,9.0,54.0,2.1,6.0,,2025-06-18 06:23:25,2025-06-18 07:04:25
