id,user_id,product,time_of_day,quantity,calories,fat,saturated,carbs,sugars,protein,salt,fiber,notes,created_at,updated_at
41,3,Yogurt Parfait,lunch,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-01-08 06:47:00,2025-01-08 06:12:00
42,3,Protein Shake,dinner,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-08 07:13:00,2025-01-08 09:47:00
43,3,Smoothie,breakfast,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-01-09 07:34:00,2025-01-09 10:04:00
44,3,Turkey Sandwich,lunch,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-01-09 07:27:00,2025-01-09 06:11:00
45,3,Pizza Slice,dinner,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-09 09:59:00,2025-01-09 08:04:00
46,3,Banana,dinner,1,105,0.4,0.1,27,14.0,1.3,0.0,3.1,,2025-01-09 08:56:00,2025-01-09 10:42:00
47,3,Scrambled Eggs,snack,1,200,15.0,5.0,2,1.5,12.0,1.2,0.0,,2025-01-09 16:35:00,2025-01-09 19:18:00
48,3,Protein Shake,breakfast,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-10 07:43:00,2025-01-10 09:36:00
49,3,Grilled Chicken Breast,breakfast,1,165,3.6,1.0,0,0.0,31.0,0.1,0.0,,2025-01-10 06:49:00,2025-01-10 12:41:00
50,3,Fish Tacos,lunch,1,300,12.0,2.5,28,3.0,18.0,0.7,2.0,,2025-01-10 09:35:00,2025-01-10 07:41:00
51,3,Scrambled Eggs,lunch,1,200,15.0,5.0,2,1.5,12.0,1.2,0.0,,2025-01-10 08:19:00,2025-01-10 07:55:00
52,3,Yogurt Parfait,dinner,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-01-10 06:08:00,2025-01-10 12:45:00
53,3,Yogurt Parfait,dinner,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-01-10 07:58:00,2025-01-10 08:00:00
54,3,Protein Shake,breakfast,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-11 09:26:00,2025-01-11 10:03:00
55,3,Salad with Dressing,lunch,1,350,25.0,4.0,20,5.0,5.0,0.5,3.0,,2025-01-11 07:01:00,2025-01-11 08:46:00
56,3,Scrambled Eggs,dinner,1,200,15.0,5.0,2,1.5,12.0,1.2,0.0,,2025-01-11 09:31:00,2025-01-11 08:41:00
57,3,Yogurt Parfait,snack,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-01-11 15:34:00,2025-01-11 16:49:00
58,3,Smoothie,breakfast,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-01-12 06:30:00,2025-01-12 09:13:00
59,3,Fries,breakfast,1,365,17.0,2.5,48,0.3,4.0,0.5,4.0,,2025-01-12 06:55:00,2025-01-12 06:23:00
60,3,Chocolate Bar,lunch,1,230,13.0,8.0,25,23.0,3.0,0.1,2.0,,2025-01-12 07:34:00,2025-01-12 07:52:00
61,3,Banana,lunch,1,105,0.4,0.1,27,14.0,1.3,0.0,3.1,,2025-01-12 06:57:00,2025-01-12 09:22:00
62,3,Cheeseburger,dinner,1,303,14.0,6.0,30,6.0,17.0,1.2,1.0,,2025-01-12 07:04:00,2025-01-12 06:38:00
63,3,Banana,dinner,1,105,0.4,0.1,27,14.0,1.3,0.0,3.1,,2025-01-12 08:33:00,2025-01-12 09:49:00
64,3,Scrambled Eggs,breakfast,1,200,15.0,5.0,2,1.5,12.0,1.2,0.0,,2025-01-13 10:59:00,2025-01-13 06:25:00
65,3,Protein Shake,breakfast,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-13 06:58:00,2025-01-13 07:58:00
66,3,Grilled Chicken Breast,lunch,1,165,3.6,1.0,0,0.0,31.0,0.1,0.0,,2025-01-13 07:33:00,2025-01-13 06:13:00
67,3,Steak (200g),lunch,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-01-13 08:44:00,2025-01-13 07:16:00
68,3,Salad with Dressing,dinner,1,350,25.0,4.0,20,5.0,5.0,0.5,3.0,,2025-01-13 07:22:00,2025-01-13 11:38:00
69,3,Pizza Slice,dinner,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-13 10:21:00,2025-01-13 10:25:00
70,3,Smoothie,snack,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-01-13 17:48:00,2025-01-13 16:08:00
71,3,Steak (200g),breakfast,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-01-14 08:08:00,2025-01-14 06:42:00
72,3,Banana,breakfast,1,105,0.4,0.1,27,14.0,1.3,0.0,3.1,,2025-01-14 07:51:00,2025-01-14 08:58:00
73,3,Protein Shake,lunch,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-14 08:44:00,2025-01-14 09:44:00
74,3,Protein Shake,lunch,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-14 10:58:00,2025-01-14 06:20:00
75,3,Salad with Dressing,dinner,1,350,25.0,4.0,20,5.0,5.0,0.5,3.0,,2025-01-14 06:17:00,2025-01-14 12:26:00
76,3,Cheeseburger,breakfast,1,303,14.0,6.0,30,6.0,17.0,1.2,1.0,,2025-01-15 10:13:00,2025-01-15 09:30:00
77,3,Scrambled Eggs,breakfast,1,200,15.0,5.0,2,1.5,12.0,1.2,0.0,,2025-01-15 08:05:00,2025-01-15 12:31:00
78,3,Scrambled Eggs,lunch,1,200,15.0,5.0,2,1.5,12.0,1.2,0.0,,2025-01-15 07:59:00,2025-01-15 11:17:00
79,3,Banana,lunch,1,105,0.4,0.1,27,14.0,1.3,0.0,3.1,,2025-01-15 08:44:00,2025-01-15 12:43:00
80,3,Pizza Slice,dinner,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-15 06:11:00,2025-01-15 09:31:00
81,3,Oatmeal,dinner,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-01-15 07:25:00,2025-01-15 09:18:00
82,3,Fish Tacos,snack,1,300,12.0,2.5,28,3.0,18.0,0.7,2.0,,2025-01-15 15:42:00,2025-01-15 16:28:00
83,3,Salad with Dressing,breakfast,1,350,25.0,4.0,20,5.0,5.0,0.5,3.0,,2025-01-16 08:58:00,2025-01-16 10:49:00
84,3,Turkey Sandwich,breakfast,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-01-16 09:31:00,2025-01-16 11:33:00
85,3,Banana,lunch,1,105,0.4,0.1,27,14.0,1.3,0.0,3.1,,2025-01-16 10:58:00,2025-01-16 06:57:00
86,3,Banana,dinner,1,105,0.4,0.1,27,14.0,1.3,0.0,3.1,,2025-01-16 09:41:00,2025-01-16 08:42:00
87,3,Salad with Dressing,snack,1,350,25.0,4.0,20,5.0,5.0,0.5,3.0,,2025-01-16 19:49:00,2025-01-16 18:24:00
88,3,Turkey Sandwich,breakfast,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-01-17 10:21:00,2025-01-17 07:34:00
89,3,Turkey Sandwich,lunch,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-01-17 10:37:00,2025-01-17 10:28:00
90,3,Oatmeal,lunch,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-01-17 07:05:00,2025-01-17 08:18:00
91,3,Chocolate Bar,dinner,1,230,13.0,8.0,25,23.0,3.0,0.1,2.0,,2025-01-17 10:09:00,2025-01-17 11:25:00
92,3,Yogurt Parfait,dinner,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-01-17 10:28:00,2025-01-17 08:01:00
93,3,Salad with Dressing,breakfast,1,350,25.0,4.0,20,5.0,5.0,0.5,3.0,,2025-01-18 09:00:00,2025-01-18 10:40:00
94,3,Fish Tacos,breakfast,1,300,12.0,2.5,28,3.0,18.0,0.7,2.0,,2025-01-18 08:45:00,2025-01-18 11:18:00
95,3,Fries,lunch,1,365,17.0,2.5,48,0.3,4.0,0.5,4.0,,2025-01-18 09:05:00,2025-01-18 10:09:00
96,3,Oatmeal,lunch,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-01-18 07:38:00,2025-01-18 11:08:00
97,3,Yogurt Parfait,dinner,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-01-18 09:04:00,2025-01-18 06:20:00
98,3,Grilled Chicken Breast,dinner,1,165,3.6,1.0,0,0.0,31.0,0.1,0.0,,2025-01-18 09:37:00,2025-01-18 08:59:00
99,3,Pizza Slice,snack,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-18 19:07:00,2025-01-18 21:59:00
100,3,Protein Shake,breakfast,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-19 10:20:00,2025-01-19 08:21:00
101,3,Pizza Slice,breakfast,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-19 07:15:00,2025-01-19 12:51:00
102,3,Oatmeal,lunch,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-01-19 10:09:00,2025-01-19 07:36:00
103,3,Fries,lunch,1,365,17.0,2.5,48,0.3,4.0,0.5,4.0,,2025-01-19 10:41:00,2025-01-19 10:03:00
104,3,Fries,dinner,1,365,17.0,2.5,48,0.3,4.0,0.5,4.0,,2025-01-19 10:33:00,2025-01-19 08:26:00
105,3,Cheeseburger,dinner,1,303,14.0,6.0,30,6.0,17.0,1.2,1.0,,2025-01-19 09:34:00,2025-01-19 09:25:00
106,3,Banana,breakfast,1,105,0.4,0.1,27,14.0,1.3,0.0,3.1,,2025-01-20 07:00:00,2025-01-20 06:21:00
107,3,Steak (200g),lunch,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-01-20 08:46:00,2025-01-20 07:11:00
108,3,Scrambled Eggs,dinner,1,200,15.0,5.0,2,1.5,12.0,1.2,0.0,,2025-01-20 10:22:00,2025-01-20 06:06:00
109,3,Cheeseburger,breakfast,1,303,14.0,6.0,30,6.0,17.0,1.2,1.0,,2025-01-21 08:23:00,2025-01-21 10:23:00
110,3,Steak (200g),breakfast,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-01-21 06:05:00,2025-01-21 08:17:00
111,3,Smoothie,lunch,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-01-21 07:56:00,2025-01-21 12:34:00
112,3,Pizza Slice,dinner,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-21 06:29:00,2025-01-21 08:53:00
113,3,Yogurt Parfait,snack,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-01-21 19:08:00,2025-01-21 21:56:00
114,3,Grilled Chicken Breast,breakfast,1,165,3.6,1.0,0,0.0,31.0,0.1,0.0,,2025-01-22 06:10:00,2025-01-22 10:43:00
115,3,Oatmeal,lunch,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-01-22 06:12:00,2025-01-22 10:23:00
116,3,Pizza Slice,lunch,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-22 06:13:00,2025-01-22 07:36:00
117,3,Oatmeal,dinner,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-01-22 07:27:00,2025-01-22 08:45:00
118,3,Grilled Chicken Breast,dinner,1,165,3.6,1.0,0,0.0,31.0,0.1,0.0,,2025-01-22 10:13:00,2025-01-22 07:39:00
119,3,Protein Shake,snack,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-22 19:55:00,2025-01-22 16:09:00
120,3,Oatmeal,breakfast,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-01-23 09:26:00,2025-01-23 07:14:00
121,3,Pizza Slice,lunch,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-23 08:03:00,2025-01-23 08:27:00
122,3,Yogurt Parfait,lunch,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-01-23 09:44:00,2025-01-23 10:47:00
123,3,Yogurt Parfait,dinner,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-01-23 06:03:00,2025-01-23 12:00:00
124,3,Turkey Sandwich,snack,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-01-23 20:41:00,2025-01-23 19:56:00
125,3,Turkey Sandwich,breakfast,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-01-24 07:03:00,2025-01-24 12:54:00
126,3,Smoothie,lunch,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-01-24 08:39:00,2025-01-24 12:55:00
127,3,Oatmeal,lunch,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-01-24 09:56:00,2025-01-24 09:27:00
128,3,Protein Shake,dinner,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-24 08:29:00,2025-01-24 11:35:00
129,3,Fish Tacos,dinner,1,300,12.0,2.5,28,3.0,18.0,0.7,2.0,,2025-01-24 10:50:00,2025-01-24 06:30:00
130,3,Protein Shake,snack,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-24 15:09:00,2025-01-24 15:30:00
131,3,Pizza Slice,breakfast,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-25 08:42:00,2025-01-25 06:37:00
132,3,Smoothie,breakfast,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-01-25 10:13:00,2025-01-25 07:24:00
133,3,Fries,lunch,1,365,17.0,2.5,48,0.3,4.0,0.5,4.0,,2025-01-25 09:24:00,2025-01-25 11:41:00
134,3,Oatmeal,lunch,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-01-25 07:11:00,2025-01-25 11:54:00
135,3,Steak (200g),dinner,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-01-25 10:53:00,2025-01-25 06:02:00
136,3,Cheeseburger,dinner,1,303,14.0,6.0,30,6.0,17.0,1.2,1.0,,2025-01-25 08:33:00,2025-01-25 08:33:00
137,3,Banana,snack,1,105,0.4,0.1,27,14.0,1.3,0.0,3.1,,2025-01-25 19:34:00,2025-01-25 18:04:00
138,3,Protein Shake,breakfast,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-26 10:50:00,2025-01-26 06:29:00
139,3,Protein Shake,breakfast,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-26 09:09:00,2025-01-26 11:28:00
140,3,Banana,lunch,1,105,0.4,0.1,27,14.0,1.3,0.0,3.1,,2025-01-26 06:39:00,2025-01-26 10:08:00
141,3,Yogurt Parfait,lunch,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-01-26 09:26:00,2025-01-26 08:21:00
142,3,Salad with Dressing,dinner,1,350,25.0,4.0,20,5.0,5.0,0.5,3.0,,2025-01-26 09:02:00,2025-01-26 06:25:00
143,3,Protein Shake,dinner,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-26 08:20:00,2025-01-26 06:43:00
144,3,Banana,snack,1,105,0.4,0.1,27,14.0,1.3,0.0,3.1,,2025-01-26 18:54:00,2025-01-26 18:02:00
145,3,Scrambled Eggs,breakfast,1,200,15.0,5.0,2,1.5,12.0,1.2,0.0,,2025-01-27 10:39:00,2025-01-27 06:03:00
146,3,Cheeseburger,breakfast,1,303,14.0,6.0,30,6.0,17.0,1.2,1.0,,2025-01-27 08:15:00,2025-01-27 07:12:00
147,3,Protein Shake,lunch,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-27 09:27:00,2025-01-27 09:48:00
148,3,Pizza Slice,lunch,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-27 06:37:00,2025-01-27 10:10:00
149,3,Pizza Slice,dinner,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-27 08:17:00,2025-01-27 06:55:00
150,3,Pizza Slice,dinner,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-27 10:34:00,2025-01-27 07:12:00
151,3,Salad with Dressing,breakfast,1,350,25.0,4.0,20,5.0,5.0,0.5,3.0,,2025-01-28 10:13:00,2025-01-28 08:10:00
152,3,Protein Shake,lunch,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-28 10:04:00,2025-01-28 08:20:00
153,3,Steak (200g),lunch,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-01-28 10:42:00,2025-01-28 08:23:00
154,3,Chocolate Bar,dinner,1,230,13.0,8.0,25,23.0,3.0,0.1,2.0,,2025-01-28 10:16:00,2025-01-28 09:40:00
155,3,Yogurt Parfait,dinner,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-01-28 07:32:00,2025-01-28 12:19:00
156,3,Grilled Chicken Breast,breakfast,1,165,3.6,1.0,0,0.0,31.0,0.1,0.0,,2025-01-29 10:57:00,2025-01-29 07:10:00
157,3,Smoothie,lunch,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-01-29 08:47:00,2025-01-29 09:31:00
158,3,Fries,dinner,1,365,17.0,2.5,48,0.3,4.0,0.5,4.0,,2025-01-29 09:57:00,2025-01-29 10:00:00
159,3,Scrambled Eggs,dinner,1,200,15.0,5.0,2,1.5,12.0,1.2,0.0,,2025-01-29 06:46:00,2025-01-29 08:14:00
160,3,Pizza Slice,snack,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-01-29 15:13:00,2025-01-29 21:55:00
161,3,Oatmeal,breakfast,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-01-30 10:01:00,2025-01-30 08:03:00
162,3,Oatmeal,breakfast,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-01-30 08:14:00,2025-01-30 11:03:00
163,3,Scrambled Eggs,lunch,1,200,15.0,5.0,2,1.5,12.0,1.2,0.0,,2025-01-30 07:15:00,2025-01-30 06:10:00
164,3,Steak (200g),dinner,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-01-30 10:17:00,2025-01-30 10:08:00
165,3,Grilled Chicken Breast,dinner,1,165,3.6,1.0,0,0.0,31.0,0.1,0.0,,2025-01-30 07:31:00,2025-01-30 11:11:00
166,3,Grilled Chicken Breast,snack,1,165,3.6,1.0,0,0.0,31.0,0.1,0.0,,2025-01-30 17:58:00,2025-01-30 18:33:00
167,3,Smoothie,breakfast,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-01-31 08:47:00,2025-01-31 06:50:00
168,3,Fries,breakfast,1,365,17.0,2.5,48,0.3,4.0,0.5,4.0,,2025-01-31 10:08:00,2025-01-31 11:46:00
169,3,Grilled Chicken Breast,lunch,1,165,3.6,1.0,0,0.0,31.0,0.1,0.0,,2025-01-31 07:54:00,2025-01-31 09:06:00
170,3,Protein Shake,lunch,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-31 10:33:00,2025-01-31 08:51:00
171,3,Steak (200g),dinner,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-01-31 09:11:00,2025-01-31 09:20:00
172,3,Fries,dinner,1,365,17.0,2.5,48,0.3,4.0,0.5,4.0,,2025-01-31 09:23:00,2025-01-31 07:11:00
173,3,Protein Shake,snack,1,120,1.0,0.5,3,1.0,24.0,0.1,0.0,,2025-01-31 17:42:00,2025-01-31 20:08:00
174,3,Yogurt Parfait,breakfast,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-02-01 10:07:00,2025-02-01 07:58:00
175,3,Yogurt Parfait,breakfast,1,180,2.0,1.0,30,15.0,8.0,0.1,2.0,,2025-02-01 07:24:00,2025-02-01 06:35:00
176,3,Turkey Sandwich,lunch,1,320,8.0,2.0,38,5.0,24.0,1.2,3.0,,2025-02-01 08:29:00,2025-02-01 11:51:00
177,3,Smoothie,dinner,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-02-01 08:30:00,2025-02-01 09:36:00
178,3,Salad with Dressing,breakfast,1,350,25.0,4.0,20,5.0,5.0,0.5,3.0,,2025-02-02 10:53:00,2025-02-02 11:47:00
179,3,Steak (200g),breakfast,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-02-02 07:33:00,2025-02-02 08:57:00
180,3,Salad with Dressing,lunch,1,350,25.0,4.0,20,5.0,5.0,0.5,3.0,,2025-02-02 10:15:00,2025-02-02 11:25:00
181,3,Smoothie,dinner,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-02-02 07:28:00,2025-02-02 07:43:00
182,3,Banana,snack,1,105,0.4,0.1,27,14.0,1.3,0.0,3.1,,2025-02-02 16:29:00,2025-02-02 20:50:00
183,3,Pizza Slice,breakfast,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-02-03 09:49:00,2025-02-03 11:27:00
184,3,Steak (200g),lunch,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-02-03 08:43:00,2025-02-03 10:37:00
185,3,Pizza Slice,dinner,1,285,10.0,4.5,36,3.5,12.0,0.8,2.0,,2025-02-03 07:25:00,2025-02-03 11:00:00
186,3,Cheeseburger,dinner,1,303,14.0,6.0,30,6.0,17.0,1.2,1.0,,2025-02-03 08:43:00,2025-02-03 06:21:00
187,3,Smoothie,breakfast,1,250,1.5,0.3,55,48.0,5.0,0.0,4.0,,2025-02-04 08:05:00,2025-02-04 06:04:00
188,3,Chocolate Bar,breakfast,1,230,13.0,8.0,25,23.0,3.0,0.1,2.0,,2025-02-04 10:20:00,2025-02-04 06:48:00
189,3,Steak (200g),lunch,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-02-04 06:08:00,2025-02-04 09:07:00
190,3,Oatmeal,dinner,1,150,3.0,0.5,27,1.0,5.0,0.0,4.0,,2025-02-04 10:02:00,2025-02-04 12:19:00
191,3,Steak (200g),snack,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-02-04 20:43:00,2025-02-04 19:13:00
192,3,Steak (200g),breakfast,1,500,40.0,16.0,0,0.0,46.0,0.2,0.0,,2025-02-05 06:58:00,2025-02-05 06:08:00
